,id_flights,Month,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,weekend
1669,1636532,11,26,3,1028.0,1302.0,17,274.0,270.0,260.0,42.0,38.0,35,248,1751,0
1670,856042,5,8,4,1337.0,1911.0,1,214.0,225.0,187.0,21.0,32.0,258,81,1660,0
1671,513313,3,10,1,1545.0,1829.0,12,164.0,152.0,137.0,31.0,19.0,87,284,983,0
1672,1918052,12,20,6,651.0,1148.0,5,177.0,182.0,157.0,4.0,9.0,249,136,1303,1
1673,167896,1,1,2,1752.0,2029.0,4,157.0,170.0,128.0,24.0,37.0,215,131,1057,0
1674,849740,5,12,1,1501.0,1714.0,1,133.0,120.0,104.0,24.0,11.0,133,81,603,0
1675,1125107,7,25,5,2045.0,2103.0,12,78.0,86.0,61.0,30.0,38.0,119,199,408,0
1676,1437075,9,26,5,2348.0,152.0,17,124.0,130.0,100.0,222.0,228.0,35,20,756,0
1677,1924983,12,2,2,1218.0,1331.0,6,73.0,71.0,46.0,28.0,26.0,149,18,270,0
1678,471353,3,19,3,1431.0,2201.0,6,270.0,280.0,242.0,-4.0,6.0,258,18,2182,0
1679,992660,6,6,5,1951.0,2038.0,8,107.0,105.0,86.0,14.0,12.0,175,80,533,0
1680,603523,4,10,4,1444.0,1634.0,18,170.0,169.0,151.0,10.0,9.0,215,136,956,0
1681,1917166,12,22,1,1318.0,1613.0,5,175.0,178.0,150.0,5.0,8.0,96,215,1024,0
1682,1868696,12,2,2,1320.0,1554.0,11,94.0,85.0,64.0,84.0,75.0,210,224,412,0
1683,225400,2,10,7,1714.0,1817.0,18,63.0,72.0,40.0,-3.0,6.0,161,136,201,1
1684,1226133,7,1,2,1811.0,1937.0,1,86.0,95.0,74.0,202.0,211.0,182,81,468,0
1685,1622836,11,5,3,2114.0,2214.0,17,60.0,80.0,49.0,-6.0,14.0,204,157,337,0
1686,814025,5,14,3,1741.0,2314.0,8,213.0,221.0,197.0,-2.0,6.0,80,247,1606,0
1687,1582536,10,13,1,1951.0,2110.0,9,79.0,99.0,62.0,-3.0,17.0,37,218,464,0
1688,489954,3,7,5,1114.0,1334.0,9,140.0,151.0,122.0,0.0,11.0,248,140,946,0
1689,1454518,9,13,6,1154.0,1249.0,14,55.0,61.0,40.0,5.0,11.0,85,80,251,1
1690,680935,4,4,5,1958.0,2140.0,12,102.0,95.0,75.0,15.0,8.0,181,81,432,0
1691,880829,6,4,3,1249.0,1355.0,17,66.0,65.0,56.0,15.0,14.0,157,263,308,0
1692,676941,4,6,7,1632.0,1856.0,11,144.0,120.0,101.0,81.0,57.0,63,162,544,1
1693,145724,1,22,2,1703.0,2037.0,1,274.0,205.0,190.0,137.0,68.0,186,210,1197,0
1694,1687718,11,21,5,1917.0,2232.0,9,135.0,145.0,117.0,16.0,26.0,179,177,989,0
1695,146409,1,22,2,1917.0,2241.0,1,144.0,130.0,100.0,116.0,102.0,210,162,733,0
1696,1450213,9,18,4,1943.0,2200.0,13,137.0,124.0,103.0,21.0,8.0,73,96,569,0
1697,1155636,7,12,6,1846.0,2250.0,15,184.0,187.0,164.0,13.0,16.0,210,104,1182,1
1698,166803,1,25,5,1825.0,2030.0,3,125.0,94.0,111.0,347.0,316.0,231,258,421,0
1699,1414081,8,21,4,827.0,1011.0,5,104.0,74.0,68.0,107.0,77.0,182,136,316,0
1700,839250,5,2,5,2140.0,2324.0,0,104.0,97.0,81.0,29.0,22.0,87,21,470,0
1701,1372297,8,27,3,1158.0,1333.0,11,95.0,75.0,46.0,28.0,8.0,79,162,214,0
1702,1802793,12,13,6,618.0,719.0,15,61.0,71.0,30.0,-2.0,8.0,126,80,142,1
1703,1798902,12,14,7,1602.0,1639.0,14,37.0,39.0,18.0,55.0,57.0,80,68,72,1
1704,1725030,11,7,5,1531.0,1834.0,6,243.0,235.0,220.0,19.0,11.0,266,18,1547,0
1705,642634,4,19,6,2047.0,2304.0,16,137.0,147.0,117.0,3.0,13.0,258,155,866,1
1706,683382,4,14,1,1220.0,1248.0,12,88.0,98.0,66.0,3.0,13.0,87,274,440,0
1707,1505651,9,25,4,2035.0,7.0,1,152.0,160.0,130.0,77.0,85.0,81,186,1121,0
1708,159546,1,1,2,1627.0,2011.0,1,224.0,195.0,182.0,66.0,37.0,150,186,1090,0
1709,1267823,8,8,5,1838.0,2000.0,17,82.0,85.0,70.0,10.0,13.0,204,248,446,0
1710,294374,2,3,7,1703.0,2018.0,9,135.0,109.0,85.0,43.0,17.0,190,18,633,1
1711,1655194,11,9,7,1526.0,1637.0,14,71.0,52.0,49.0,73.0,54.0,212,216,170,1
1712,775139,5,5,1,1747.0,1849.0,14,62.0,90.0,44.0,36.0,64.0,267,69,320,0
1713,614065,4,11,5,10.0,120.0,13,70.0,75.0,46.0,90.0,95.0,18,120,306,0
1714,1732879,12,11,4,1419.0,1540.0,17,81.0,80.0,68.0,10.0,9.0,204,270,371,0
1715,1351446,8,4,1,1514.0,1638.0,7,84.0,66.0,47.0,99.0,81.0,18,105,273,0
1716,1007484,6,29,7,1515.0,1735.0,11,140.0,145.0,117.0,5.0,10.0,197,81,821,1
1717,634322,4,10,4,2115.0,1.0,15,106.0,118.0,82.0,193.0,205.0,210,135,589,0
1718,597248,4,29,2,1903.0,2015.0,17,72.0,80.0,57.0,5.0,13.0,267,80,391,0
1719,1645135,11,1,6,1630.0,1845.0,19,75.0,75.0,53.0,6.0,6.0,220,91,347,1
1720,3749,1,5,6,2036.0,2213.0,17,97.0,105.0,88.0,13.0,21.0,130,35,670,1
1721,766361,5,7,3,2000.0,2137.0,19,97.0,90.0,86.0,16.0,9.0,220,26,425,0
1722,1603564,10,9,4,1236.0,1355.0,1,199.0,205.0,180.0,5.0,11.0,81,242,1345,0
1723,266919,2,3,7,1916.0,2104.0,16,108.0,90.0,72.0,34.0,16.0,155,258,414,1
1724,1681696,11,16,7,805.0,929.0,7,84.0,86.0,64.0,20.0,22.0,18,240,481,1
1725,98860,1,26,6,1325.0,1820.0,6,175.0,191.0,149.0,29.0,45.0,201,18,1352,1
1726,232519,2,22,5,1531.0,1623.0,19,52.0,65.0,31.0,33.0,46.0,210,59,196,0
1727,115867,1,27,7,2243.0,2337.0,11,54.0,50.0,31.0,22.0,18.0,157,248,109,1
1728,1111409,7,21,1,720.0,913.0,18,113.0,118.0,82.0,15.0,20.0,96,77,533,0
1729,615301,4,21,1,1950.0,2124.0,13,94.0,105.0,76.0,54.0,65.0,238,162,431,0
1730,210532,2,23,6,1420.0,1713.0,17,173.0,185.0,160.0,73.0,85.0,13,177,1073,1
1731,1516058,9,7,7,1435.0,1812.0,6,217.0,227.0,193.0,0.0,10.0,266,18,1547,1
1732,501785,3,31,1,1922.0,2308.0,11,166.0,175.0,150.0,108.0,117.0,81,178,1232,0
1733,845978,5,6,2,1528.0,1642.0,1,134.0,120.0,113.0,37.0,23.0,81,80,641,0
1734,1884155,12,27,6,1213.0,1320.0,0,67.0,70.0,43.0,45.0,48.0,199,59,221,1
1735,535206,3,31,1,1849.0,2139.0,1,170.0,155.0,134.0,84.0,69.0,79,186,920,0
1736,1424586,9,6,6,1328.0,1509.0,17,101.0,115.0,88.0,4.0,18.0,220,204,646,1
1737,1588836,10,22,3,1929.0,2010.0,11,41.0,50.0,25.0,10.0,19.0,210,65,135,0
1738,815123,5,27,2,1023.0,1302.0,8,99.0,116.0,83.0,9.0,26.0,155,80,629,0
1739,1411101,8,15,5,1046.0,1211.0,5,145.0,140.0,105.0,26.0,21.0,96,210,719,0
1740,405883,3,28,5,1153.0,1251.0,17,58.0,60.0,43.0,16.0,18.0,179,274,251,0
1741,1041731,6,11,3,1854.0,2036.0,1,102.0,95.0,73.0,21.0,14.0,175,81,460,0
1742,378546,3,9,7,1449.0,1553.0,17,64.0,70.0,48.0,38.0,44.0,64,48,336,1
1743,237283,2,19,2,1150.0,1321.0,13,91.0,95.0,74.0,46.0,50.0,238,73,390,0
1744,303415,2,29,5,1112.0,1444.0,11,152.0,155.0,122.0,49.0,52.0,81,224,1068,0
1745,1523,1,3,4,2016.0,2143.0,17,87.0,80.0,74.0,23.0,16.0,271,204,371,0
1746,160490,1,22,2,1627.0,1728.0,1,61.0,60.0,40.0,8.0,7.0,186,177,193,0
1747,877036,5,9,5,1011.0,1235.0,6,144.0,142.0,109.0,18.0,16.0,18,96,745,0
1748,1002409,6,29,7,1046.0,1132.0,10,46.0,27.0,32.0,55.0,36.0,145,152,64,1
1749,1503393,9,13,6,755.0,1102.0,1,127.0,130.0,102.0,12.0,15.0,81,140,762,1
1750,983441,6,26,4,1732.0,2011.0,6,159.0,65.0,60.0,111.0,17.0,50,18,191,0
1751,1366197,8,29,5,2113.0,2226.0,11,73.0,75.0,57.0,66.0,68.0,81,259,364,0
1752,248357,2,19,2,1107.0,1228.0,14,81.0,97.0,70.0,3.0,19.0,167,210,466,0
1753,1585803,10,6,1,1556.0,1651.0,11,55.0,60.0,33.0,1.0,6.0,157,248,109,0
1754,1095420,7,19,6,1733.0,1936.0,17,63.0,65.0,51.0,16.0,18.0,179,64,284,1
1755,654871,4,5,6,1523.0,1512.0,7,49.0,58.0,35.0,37.0,46.0,18,133,151,1
1756,1902387,12,7,7,812.0,916.0,1,64.0,75.0,43.0,16.0,27.0,275,210,258,1
1757,499943,3,31,1,1732.0,1838.0,11,66.0,65.0,48.0,103.0,102.0,158,81,282,0
1758,259995,2,15,5,2019.0,2225.0,15,186.0,164.0,124.0,101.0,79.0,162,210,733,0
1759,3991,1,5,6,1545.0,1814.0,17,89.0,105.0,77.0,24.0,40.0,157,2,677,1
1760,1446630,9,18,4,1743.0,1843.0,19,60.0,65.0,42.0,17.0,22.0,59,210,196,0
1761,981662,6,22,7,2400.0,633.0,6,213.0,215.0,193.0,58.0,60.0,220,18,1587,1
1762,517689,3,2,7,1910.0,2342.0,12,212.0,153.0,132.0,74.0,15.0,199,18,906,1
1763,1216694,7,18,5,927.0,1146.0,0,79.0,85.0,53.0,1.0,7.0,181,293,342,0
1764,754795,5,30,5,2052.0,2221.0,17,89.0,85.0,73.0,11.0,7.0,204,248,446,0
1765,316494,2,12,2,2206.0,125.0,11,259.0,220.0,186.0,205.0,166.0,162,298,1147,0
1766,1263963,8,5,2,1249.0,1346.0,17,57.0,65.0,46.0,21.0,29.0,130,200,303,0
1767,1081018,7,6,7,2122.0,2313.0,17,51.0,60.0,43.0,73.0,82.0,91,158,295,1
1768,1000327,6,23,1,1147.0,1311.0,9,84.0,89.0,63.0,5.0,10.0,177,18,403,0
1769,831844,5,27,2,1353.0,1636.0,11,163.0,125.0,107.0,51.0,13.0,73,162,585,0
1770,683639,4,11,5,1017.0,1112.0,12,55.0,51.0,30.0,21.0,17.0,181,165,129,0
1771,1026053,6,3,2,1908.0,2244.0,12,156.0,147.0,117.0,22.0,13.0,199,18,906,0
1772,12757,1,15,2,2126.0,2205.0,17,39.0,50.0,28.0,10.0,21.0,48,211,159,0
1773,522378,3,24,1,1730.0,1901.0,0,91.0,100.0,74.0,6.0,15.0,140,237,489,0
1774,701541,4,6,7,1744.0,1815.0,1,151.0,160.0,129.0,0.0,9.0,81,220,868,1
1775,1319168,8,5,2,1738.0,1912.0,15,94.0,93.0,67.0,29.0,28.0,259,270,372,0
1776,918438,6,20,5,1528.0,1808.0,18,160.0,152.0,135.0,46.0,38.0,96,75,884,0
1777,1635548,11,24,1,1408.0,1645.0,17,97.0,105.0,85.0,0.0,8.0,179,48,611,0
1778,6136,1,6,7,1427.0,1524.0,17,57.0,60.0,48.0,19.0,22.0,220,2,328,1
1779,1713311,11,12,3,1513.0,1831.0,3,138.0,143.0,112.0,63.0,68.0,216,80,992,0
1780,97086,1,20,7,1349.0,1550.0,6,241.0,254.0,220.0,-4.0,9.0,18,266,1589,1
1781,65293,1,29,2,902.0,937.0,14,35.0,40.0,23.0,15.0,20.0,60,157,86,0
1782,313028,2,17,7,2007.0,2022.0,11,75.0,95.0,53.0,-3.0,17.0,257,210,286,1
1783,1428019,9,12,5,2220.0,3.0,17,103.0,100.0,88.0,213.0,210.0,64,219,405,0
1784,823940,5,23,5,1358.0,1509.0,11,71.0,75.0,51.0,4.0,8.0,81,259,364,0
1785,213421,2,25,1,1859.0,2136.0,17,157.0,160.0,143.0,11.0,14.0,177,232,1073,0
1786,1824374,12,1,1,1259.0,1422.0,17,143.0,155.0,130.0,102.0,114.0,24,179,777,0
1787,900942,6,19,4,1844.0,2106.0,17,82.0,85.0,67.0,6.0,9.0,35,237,443,0
1788,1890373,12,19,5,1312.0,1522.0,1,130.0,140.0,106.0,42.0,52.0,81,199,852,0
1789,1445046,9,8,1,1805.0,1845.0,19,40.0,47.0,23.0,68.0,75.0,220,288,110,0
1790,1605958,10,16,4,1851.0,2239.0,1,168.0,175.0,146.0,24.0,31.0,210,186,1197,0
1791,1504225,9,30,2,1449.0,1804.0,1,135.0,130.0,114.0,64.0,59.0,81,77,861,0
1792,366511,2,20,3,1344.0,1526.0,5,102.0,70.0,87.0,66.0,34.0,182,136,316,0
1793,1286146,8,29,5,1657.0,1917.0,17,140.0,150.0,117.0,-3.0,7.0,155,111,806,0
1794,1495861,9,15,1,1417.0,1547.0,0,90.0,95.0,72.0,17.0,22.0,181,86,490,0
1795,425222,3,14,5,1520.0,1605.0,19,105.0,101.0,76.0,12.0,8.0,267,220,507,0
1796,587280,4,18,5,1302.0,1413.0,17,71.0,75.0,56.0,3.0,7.0,47,268,358,0
1797,356826,2,18,1,1421.0,1527.0,4,66.0,65.0,44.0,7.0,6.0,155,163,231,0
1798,1288531,8,14,4,801.0,857.0,18,56.0,59.0,37.0,68.0,71.0,138,266,188,0
1799,590053,4,20,7,1710.0,1917.0,17,187.0,185.0,169.0,12.0,10.0,179,2,1121,1
1800,1440393,9,1,1,1300.0,1438.0,18,158.0,157.0,143.0,41.0,40.0,175,266,919,0
1801,1435450,9,24,3,1359.0,1445.0,17,106.0,120.0,95.0,45.0,59.0,48,29,682,0
1802,1369252,8,21,4,2108.0,2249.0,11,161.0,160.0,140.0,119.0,118.0,233,210,849,0
1803,1788340,12,9,2,1308.0,1441.0,14,153.0,170.0,134.0,20.0,37.0,199,266,991,0
1804,106882,1,24,4,1145.0,1213.0,7,88.0,101.0,74.0,14.0,27.0,18,191,448,0
1805,1191574,7,29,2,1916.0,2145.0,9,329.0,304.0,272.0,61.0,36.0,18,258,2139,0
1806,1919429,12,17,3,721.0,1349.0,5,208.0,233.0,184.0,-9.0,16.0,155,61,1825,0
1807,1624360,11,7,5,1052.0,1214.0,17,82.0,85.0,70.0,4.0,7.0,179,175,405,0
1808,363340,2,22,5,1454.0,1840.0,5,286.0,243.0,243.0,162.0,119.0,162,136,1416,0
1809,54459,1,6,7,1600.0,1725.0,14,85.0,85.0,71.0,15.0,15.0,157,196,267,1
1810,341019,2,28,4,2218.0,2348.0,1,90.0,85.0,71.0,33.0,28.0,81,175,460,0
1811,825858,5,14,3,1110.0,1155.0,11,45.0,50.0,27.0,10.0,15.0,118,81,134,0
1812,1380018,8,9,6,1929.0,2056.0,0,147.0,158.0,124.0,-3.0,8.0,181,80,872,1
1813,558164,3,4,2,1651.0,2151.0,5,240.0,228.0,210.0,33.0,21.0,136,37,1597,0
1814,1860523,12,1,1,1651.0,1831.0,11,160.0,180.0,141.0,46.0,66.0,61,81,1021,0
1815,799285,5,17,6,851.0,1040.0,16,109.0,111.0,95.0,24.0,26.0,46,63,546,1
1816,1182121,7,7,1,2111.0,38.0,8,147.0,138.0,115.0,45.0,36.0,80,136,861,0
1817,1104678,7,29,2,2124.0,2209.0,17,45.0,45.0,31.0,14.0,14.0,20,130,148,0
1818,799352,5,17,6,613.0,836.0,16,143.0,148.0,123.0,3.0,8.0,185,63,737,1
1819,1808537,12,9,2,2127.0,2259.0,15,152.0,165.0,135.0,45.0,58.0,96,210,719,0
1820,1908142,12,7,7,1256.0,1609.0,4,193.0,178.0,146.0,69.0,54.0,248,96,1068,1
1821,1066926,6,16,1,2003.0,2342.0,5,159.0,167.0,105.0,155.0,163.0,210,96,719,0
1822,731377,5,9,5,1537.0,1654.0,17,77.0,70.0,58.0,44.0,37.0,157,204,337,0
1823,148907,1,6,7,1046.0,1353.0,1,127.0,120.0,88.0,13.0,6.0,80,81,641,1
1824,516343,3,6,4,1337.0,1622.0,12,165.0,175.0,144.0,235.0,245.0,248,87,1085,0
1825,1094008,7,17,4,1609.0,1938.0,17,149.0,165.0,126.0,28.0,44.0,258,80,1024,0
1826,1683917,11,11,2,2139.0,2337.0,8,178.0,165.0,159.0,27.0,14.0,80,216,992,0
1827,676400,4,1,2,1718.0,1927.0,11,129.0,126.0,110.0,22.0,19.0,162,73,585,0
1828,268292,2,7,4,1238.0,1448.0,16,190.0,195.0,173.0,70.0,75.0,220,257,1107,0
1829,517435,3,9,7,1955.0,2125.0,12,150.0,149.0,121.0,69.0,68.0,181,80,872,1
1830,1447529,9,24,3,1204.0,1419.0,19,75.0,79.0,52.0,65.0,69.0,210,87,235,0
1831,815804,5,2,5,1652.0,1826.0,9,94.0,87.0,73.0,44.0,37.0,199,179,349,0
1832,1413132,8,18,1,1905.0,1.0,5,236.0,235.0,189.0,7.0,6.0,136,150,1417,0
1833,1380385,8,7,4,129.0,950.0,1,321.0,329.0,293.0,111.0,119.0,157,150,2475,0
1834,772255,5,18,7,2055.0,2205.0,13,130.0,127.0,112.0,13.0,10.0,73,107,701,1
1835,770431,5,2,5,2145.0,2357.0,13,132.0,133.0,96.0,112.0,113.0,219,18,665,0
1836,1120393,7,12,6,1217.0,1514.0,19,117.0,128.0,103.0,38.0,49.0,210,57,760,1
1837,1433528,9,20,6,1346.0,1502.0,17,76.0,70.0,53.0,17.0,11.0,200,130,303,1
1838,1733975,12,12,5,2028.0,2304.0,17,156.0,180.0,137.0,19.0,43.0,219,104,992,0
1839,1813984,12,1,1,1825.0,2228.0,15,183.0,177.0,158.0,30.0,24.0,210,247,1120,0
1840,325705,2,5,2,945.0,1048.0,0,63.0,69.0,43.0,18.0,24.0,87,289,207,0
1841,1617849,10,3,5,1831.0,2044.0,5,133.0,125.0,81.0,104.0,96.0,63,96,529,0
1842,298595,2,21,4,1823.0,1923.0,9,60.0,69.0,44.0,24.0,33.0,18,149,270,0
1843,95245,1,3,4,637.0,654.0,17,77.0,80.0,51.0,4.0,7.0,61,179,307,0
1844,784895,5,8,4,1905.0,2237.0,15,392.0,361.0,330.0,84.0,53.0,219,157,2401,0
1845,587381,4,18,5,1510.0,1604.0,17,54.0,60.0,42.0,4.0,10.0,76,130,239,0
1846,690151,4,22,2,759.0,931.0,1,152.0,145.0,107.0,16.0,9.0,162,210,733,0
1847,830891,5,8,4,1940.0,2109.0,11,89.0,100.0,71.0,89.0,100.0,238,162,431,0
1848,1110525,7,1,2,936.0,1414.0,18,158.0,165.0,139.0,29.0,36.0,220,136,1009,0
1849,1683038,11,21,5,1718.0,1937.0,7,79.0,68.0,51.0,24.0,13.0,217,18,247,0
1850,1660382,11,25,2,1001.0,1220.0,15,259.0,275.0,241.0,0.0,16.0,210,257,1721,0
1851,1078292,6,17,2,932.0,1045.0,6,253.0,243.0,235.0,17.0,7.0,73,155,1678,0
1852,1261349,8,2,6,1528.0,1651.0,17,83.0,80.0,56.0,11.0,8.0,259,157,337,1
1853,838415,5,4,7,1950.0,2125.0,0,95.0,103.0,76.0,17.0,25.0,18,224,526,1
1854,878137,5,13,2,1349.0,1518.0,6,89.0,88.0,58.0,20.0,19.0,18,177,403,0
1855,41596,1,4,5,2325.0,31.0,19,66.0,84.0,48.0,77.0,95.0,135,63,321,0
1856,487816,3,29,6,1248.0,1817.0,8,209.0,200.0,180.0,17.0,8.0,80,284,1506,1
1857,606845,4,5,6,827.0,920.0,18,53.0,53.0,39.0,127.0,127.0,262,136,192,1
1858,171797,1,29,2,957.0,1118.0,4,81.0,95.0,58.0,48.0,62.0,150,135,228,0
1859,1671504,11,2,7,1535.0,1756.0,17,141.0,155.0,119.0,26.0,40.0,104,48,925,1
1860,1579819,10,10,5,1811.0,1916.0,8,125.0,114.0,105.0,17.0,6.0,80,155,629,0
1861,634996,4,24,4,1458.0,1808.0,15,130.0,139.0,108.0,3.0,12.0,157,80,862,0
1862,1365550,8,18,1,1447.0,1615.0,11,88.0,90.0,77.0,10.0,12.0,148,81,408,0
1863,1718144,11,30,7,1853.0,2020.0,5,147.0,146.0,115.0,133.0,132.0,18,136,689,1
1864,1186480,7,10,4,634.0,918.0,9,104.0,114.0,87.0,4.0,14.0,187,48,641,0
1865,842085,5,8,4,1514.0,1856.0,1,402.0,365.0,349.0,56.0,19.0,150,258,2586,0
1866,658295,4,11,5,1402.0,1533.0,8,151.0,164.0,136.0,34.0,47.0,80,216,992,0
1867,1182745,7,16,3,2135.0,2342.0,8,127.0,116.0,98.0,26.0,15.0,80,36,649,0
1868,146269,1,26,6,1605.0,1836.0,1,211.0,210.0,194.0,36.0,35.0,79,81,1192,1
1869,1063758,6,22,7,838.0,1657.0,5,319.0,335.0,285.0,17.0,33.0,249,96,2425,1
1870,1093353,7,17,4,1305.0,1400.0,17,55.0,60.0,35.0,60.0,65.0,104,177,178,0
1871,1667491,11,14,5,1655.0,1917.0,16,142.0,146.0,126.0,26.0,30.0,37,63,728,0
1872,625455,4,18,5,2011.0,2211.0,14,60.0,65.0,49.0,101.0,106.0,187,77,284,0
1873,1073053,6,4,3,2035.0,752.0,6,437.0,401.0,410.0,46.0,10.0,16,73,3110,0
1874,1721017,11,14,5,1205.0,1502.0,5,237.0,237.0,209.0,20.0,20.0,96,136,1400,0
1875,1104437,7,28,1,1906.0,2040.0,17,94.0,100.0,54.0,30.0,36.0,219,237,336,0
1876,586293,4,17,4,1551.0,1657.0,17,66.0,65.0,52.0,12.0,11.0,48,24,283,0
1877,1676120,11,28,5,1651.0,1919.0,6,148.0,175.0,119.0,-16.0,11.0,150,18,760,0
1878,1344640,8,27,3,608.0,1302.0,6,234.0,235.0,214.0,7.0,8.0,155,18,1747,0
1879,1842998,12,5,5,650.0,908.0,7,138.0,130.0,113.0,43.0,35.0,0,18,692,0
1880,1075327,6,11,3,2041.0,31.0,6,410.0,404.0,357.0,37.0,31.0,150,258,2586,0
1881,1186706,7,11,5,1627.0,1757.0,9,90.0,100.0,76.0,2.0,12.0,51,37,549,0
1882,784771,5,3,6,1842.0,2158.0,15,376.0,390.0,355.0,24.0,38.0,37,258,2704,1
1883,717094,4,24,4,2000.0,2259.0,5,119.0,135.0,97.0,-6.0,10.0,136,284,787,0
1884,1348955,8,14,4,1136.0,1421.0,7,105.0,81.0,78.0,91.0,67.0,116,18,352,0
1885,979773,6,1,7,1009.0,1132.0,17,83.0,95.0,70.0,-3.0,9.0,220,47,369,1
1886,1899242,12,6,6,1836.0,2112.0,1,156.0,180.0,133.0,-18.0,6.0,186,162,1097,1
1887,563184,3,18,2,1204.0,1538.0,5,274.0,260.0,231.0,198.0,184.0,162,136,1416,0
1888,1710381,11,30,7,2233.0,22.0,1,169.0,170.0,151.0,32.0,33.0,186,136,964,1
1889,731666,5,9,5,1437.0,1630.0,17,113.0,130.0,100.0,0.0,17.0,216,155,762,0
1890,1840744,12,20,6,2103.0,2159.0,7,56.0,65.0,42.0,-1.0,8.0,73,119,268,1
1891,589506,4,20,7,2110.0,2331.0,17,81.0,80.0,66.0,21.0,20.0,35,237,443,1
1892,1590025,10,26,7,2000.0,2101.0,11,61.0,55.0,32.0,116.0,110.0,78,210,147,1
1893,1780011,12,27,6,1604.0,1724.0,19,80.0,82.0,60.0,51.0,53.0,80,69,230,1
1894,1845636,12,3,3,1232.0,1553.0,8,141.0,135.0,117.0,13.0,7.0,157,80,862,0
1895,692188,4,16,3,2348.0,45.0,1,57.0,60.0,44.0,65.0,68.0,81,249,247,0
1896,1879164,12,24,3,1708.0,1911.0,12,123.0,101.0,78.0,73.0,51.0,281,87,374,0
1897,390288,3,17,1,1052.0,1814.0,17,262.0,290.0,237.0,-11.0,17.0,220,185,2279,0
1898,167266,1,28,1,1308.0,1518.0,3,130.0,149.0,109.0,103.0,122.0,216,270,859,0
1899,419082,3,3,1,1043.0,1207.0,18,84.0,84.0,67.0,13.0,13.0,234,96,284,0
1900,64491,1,28,1,1028.0,1343.0,14,135.0,108.0,82.0,40.0,13.0,47,266,574,0
1901,218655,2,16,6,1813.0,2140.0,18,147.0,153.0,130.0,17.0,23.0,289,175,1036,1
1902,1266670,8,7,4,1422.0,1603.0,17,101.0,110.0,85.0,13.0,22.0,204,257,671,0
1903,476781,3,31,1,2249.0,102.0,7,133.0,148.0,117.0,65.0,80.0,18,232,903,0
1904,231703,2,18,1,1858.0,2036.0,19,98.0,111.0,73.0,-7.0,6.0,63,87,500,0
1905,1499371,9,19,5,1812.0,2238.0,1,206.0,205.0,184.0,18.0,17.0,81,162,1389,0
1906,817111,5,12,1,1018.0,1256.0,9,98.0,108.0,82.0,22.0,32.0,179,18,590,0
1907,116485,1,11,5,1736.0,1824.0,11,48.0,63.0,36.0,51.0,66.0,81,156,140,0
1908,553919,3,31,1,1844.0,2102.0,4,138.0,150.0,110.0,92.0,104.0,149,150,829,0
1909,1325086,8,5,2,1220.0,1646.0,15,146.0,153.0,124.0,124.0,131.0,80,140,977,0
1910,1181394,7,20,7,2342.0,107.0,7,145.0,159.0,117.0,118.0,132.0,162,29,866,1
1911,486390,3,15,6,14.0,544.0,8,210.0,190.0,150.0,39.0,19.0,80,149,1447,1
1912,1225589,7,17,4,1911.0,2129.0,1,138.0,145.0,123.0,9.0,16.0,79,186,920,0
1913,448562,3,24,1,1951.0,2253.0,15,122.0,119.0,95.0,15.0,12.0,210,13,723,0
1914,1390311,8,21,4,2246.0,47.0,1,61.0,65.0,41.0,52.0,56.0,210,87,235,0
1915,1036262,6,10,2,1750.0,2029.0,1,99.0,105.0,72.0,189.0,195.0,2,81,569,0
1916,938568,6,23,1,925.0,1057.0,13,152.0,157.0,128.0,20.0,25.0,73,20,958,0
1917,1239189,7,6,7,2327.0,39.0,4,72.0,80.0,39.0,24.0,32.0,150,280,209,1
1918,787712,5,24,6,2117.0,2400.0,15,103.0,115.0,88.0,5.0,17.0,210,219,678,1
1919,242821,2,8,5,1933.0,2208.0,14,95.0,104.0,81.0,74.0,83.0,204,266,588,0
1920,328797,2,19,2,1923.0,2037.0,0,74.0,88.0,56.0,9.0,23.0,31,199,386,0
1921,766387,5,8,4,1730.0,1825.0,19,115.0,124.0,99.0,7.0,16.0,22,210,631,0
1922,1573829,10,27,1,1947.0,2146.0,6,119.0,122.0,101.0,4.0,7.0,73,177,756,0
1923,1523818,10,10,5,1857.0,1938.0,17,101.0,115.0,85.0,-7.0,7.0,267,216,630,0
1924,1628977,11,14,5,1445.0,1557.0,17,72.0,70.0,60.0,12.0,10.0,48,13,288,0
1925,1927488,12,11,4,1007.0,1148.0,6,101.0,89.0,72.0,23.0,11.0,285,18,406,0
1926,377960,3,8,6,1558.0,1628.0,17,90.0,100.0,76.0,48.0,58.0,206,80,495,1
1927,1679605,11,30,7,2059.0,2232.0,7,93.0,97.0,65.0,94.0,98.0,18,218,508,1
1928,1609551,10,27,1,1543.0,1813.0,3,150.0,150.0,126.0,8.0,8.0,258,155,866,0
1929,170785,1,21,1,815.0,1611.0,4,296.0,314.0,273.0,12.0,30.0,163,37,2602,0
1930,632047,4,21,1,1623.0,1744.0,15,141.0,160.0,103.0,64.0,83.0,162,210,733,0
1931,817529,5,16,5,1705.0,1856.0,9,111.0,110.0,82.0,42.0,41.0,18,104,581,0
1932,1903382,12,8,1,1841.0,2305.0,3,204.0,204.0,181.0,11.0,11.0,16,257,1449,0
